timestamp,realVolumeValue,accX,accY,accZ,ir0,ir1,ir2,milkVolume,confidence,totalMilkVolume,totalRange,bottleSize,bottleState,tiltOutOfRange,motionOutOfRange
1698057879.397428,50,1515.0,2550.0,16106.0,12196.0,10701.0,11094.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698057879.6074162,50,1572.0,2280.0,16106.0,11850.0,11181.0,12174.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698057879.786923,50,1376.0,2215.0,16182.0,12526.0,11233.0,11846.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698057879.996815,50,2062.0,1834.0,15830.0,12143.0,11482.0,12462.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698057880.206989,50,2629.0,1567.0,15902.0,11147.0,11036.0,11769.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698057880.3870249,50,3087.0,482.0,15816.0,11208.0,11273.0,11949.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698057880.596609,50,2879.0,89.0,15963.0,10310.0,11447.0,12803.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698057880.806957,50,3159.0,-95.0,16068.0,10837.0,11127.0,12048.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698057880.98705,50,2750.0,104.0,15986.0,10938.0,11841.0,13382.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698057881.196667,50,3033.0,146.0,16132.0,10840.0,11395.0,12273.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698057881.407528,50,2885.0,126.0,16020.0,10704.0,11462.0,12389.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698057881.5879622,50,2670.0,131.0,16042.0,10954.0,11678.0,12834.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698057881.797555,50,2600.0,29.0,16008.0,10968.0,11430.0,12384.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698057882.006908,50,2615.0,218.0,16201.0,10628.0,11437.0,12751.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698057882.1876159,50,2831.0,-491.0,15726.0,11360.0,11337.0,12187.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698057882.3970141,50,2732.0,7.0,16263.0,10218.0,11240.0,13169.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698057882.60657,50,2982.0,376.0,16061.0,11242.0,11048.0,11874.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698057882.786821,50,2567.0,56.0,16090.0,10989.0,11964.0,13906.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698057882.996808,50,2670.0,513.0,16105.0,10286.0,10829.0,11470.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
