timestamp,realVolumeValue,accX,accY,accZ,ir0,ir1,ir2,milkVolume,confidence,totalMilkVolume,totalRange,bottleSize,bottleState,tiltOutOfRange,motionOutOfRange
1698057179.053066,40,428.0,-193.0,16317.0,10222.0,10341.0,12058.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698057179.262672,40,496.0,-158.0,16279.0,10168.0,10524.0,11961.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698057179.473058,40,494.0,-187.0,16286.0,10294.0,10496.0,11939.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698057179.652812,40,498.0,-191.0,16285.0,10182.0,10306.0,12118.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698057179.862654,40,475.0,-170.0,16290.0,10257.0,10558.0,11868.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698057180.073242,40,461.0,-124.0,16283.0,10220.0,10424.0,12072.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698057180.252651,40,463.0,-168.0,16302.0,10204.0,10479.0,12007.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698057180.462751,40,477.0,-146.0,16259.0,10111.0,10367.0,12118.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698057180.672961,40,459.0,-142.0,16279.0,10180.0,10430.0,12057.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698057180.853893,40,491.0,-167.0,16274.0,10247.0,10524.0,11907.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698057181.062693,40,571.0,-203.0,16301.0,10167.0,10462.0,11977.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698057181.273032,40,491.0,-182.0,16267.0,10421.0,10352.0,11895.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698057181.452569,40,443.0,-189.0,16254.0,10230.0,10504.0,11973.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698057181.662662,40,495.0,-125.0,16266.0,10184.0,10455.0,12020.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698057181.873426,40,476.0,-175.0,16276.0,10220.0,10704.0,12054.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698057182.052635,40,440.0,-142.0,16285.0,10203.0,10556.0,12016.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698057182.26271,40,471.0,-188.0,16246.0,10224.0,10474.0,11992.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698057182.503113,40,467.0,-205.0,16281.0,10222.0,10487.0,11984.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698057182.682569,40,471.0,-160.0,16272.0,10221.0,10492.0,11968.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
