timestamp,realVolumeValue,accX,accY,accZ,ir0,ir1,ir2,milkVolume,confidence,totalMilkVolume,totalRange,bottleSize,bottleState,tiltOutOfRange,motionOutOfRange
1698067458.999603,70,3079.0,358.0,15968.0,14426.0,15009.0,16183.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067459.179246,70,3306.0,328.0,15903.0,14157.0,15220.0,16580.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067459.3903642,70,3120.0,285.0,15714.0,14108.0,14891.0,16026.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067459.599314,70,3325.0,288.0,15809.0,14202.0,15006.0,16250.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067459.778471,70,3428.0,373.0,15950.0,14296.0,15350.0,16615.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067459.988484,70,3153.0,458.0,15971.0,15166.0,14992.0,16443.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067460.198444,70,1972.0,-551.0,16004.0,13967.0,15043.0,18070.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067460.379458,70,2856.0,-363.0,15931.0,13290.0,14779.0,16332.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067460.589301,70,2316.0,-13.0,16372.0,15346.0,15530.0,18483.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067460.799269,70,1403.0,240.0,15888.0,15274.0,14869.0,17299.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067460.978472,70,1980.0,2129.0,15426.0,14611.0,13902.0,14437.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067461.1892881,70,2975.0,1707.0,15719.0,15402.0,15730.0,16431.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067461.39978,70,3159.0,1380.0,16421.0,16061.0,14964.0,15675.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067461.60924,70,3229.0,1402.0,15980.0,15282.0,14495.0,16426.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067461.818759,70,3185.0,1128.0,15921.0,14768.0,14609.0,15965.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067461.998032,70,3128.0,879.0,16027.0,15025.0,15126.0,15394.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067462.2091541,70,3185.0,883.0,15836.0,13756.0,15070.0,15897.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067462.4189792,70,2964.0,813.0,15781.0,15154.0,14369.0,15548.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067462.59875,70,3521.0,657.0,15724.0,13886.0,14747.0,16219.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067462.809252,70,3430.0,749.0,15585.0,14271.0,14618.0,15077.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067463.018234,70,3564.0,1070.0,15840.0,13869.0,14923.0,15843.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067463.198398,70,3700.0,797.0,16158.0,14605.0,14738.0,15704.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067463.409406,70,3889.0,373.0,15716.0,13491.0,14478.0,15485.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067463.6192632,70,3681.0,303.0,15809.0,14373.0,14981.0,15959.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067463.799127,70,4209.0,621.0,15739.0,13761.0,14970.0,16228.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067464.0090818,70,4143.0,-233.0,15461.0,12759.0,13999.0,14623.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067464.218396,70,4191.0,195.0,15871.0,13675.0,14868.0,16116.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067464.39885,70,4133.0,312.0,15615.0,14073.0,14571.0,15256.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067464.608772,70,4693.0,521.0,15930.0,12807.0,14237.0,15246.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067464.819233,70,4563.0,440.0,15689.0,14179.0,14906.0,15430.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067464.999277,70,4555.0,306.0,15697.0,13423.0,14576.0,15375.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067465.2087479,70,4163.0,143.0,15872.0,12798.0,14037.0,14577.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067465.418488,70,4761.0,466.0,15687.0,13399.0,14709.0,15434.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067465.598948,70,4543.0,-2.0,15601.0,13142.0,14722.0,15399.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067465.8392792,70,4369.0,255.0,15314.0,13015.0,14212.0,14758.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067466.0484772,70,4539.0,573.0,15488.0,13252.0,14538.0,15604.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067466.229405,70,4512.0,283.0,15542.0,13815.0,14618.0,15200.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067466.438514,70,4358.0,401.0,15326.0,12986.0,14324.0,14992.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067466.648459,70,4741.0,545.0,15539.0,13251.0,14208.0,14697.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067466.8296928,70,4763.0,601.0,15518.0,13535.0,14737.0,15503.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067467.039289,70,4640.0,343.0,15287.0,13073.0,14259.0,14809.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067467.249329,70,4704.0,597.0,15615.0,13239.0,14235.0,14814.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067467.428853,70,4728.0,473.0,15551.0,13468.0,14762.0,15460.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067467.6385221,70,4451.0,428.0,15225.0,13152.0,14214.0,14575.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067467.8784719,70,4747.0,571.0,15460.0,13088.0,14276.0,15048.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067468.0288038,70,4851.0,613.0,15482.0,13465.0,14651.0,15330.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067468.239297,70,4447.0,286.0,15424.0,12965.0,14226.0,14742.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067468.450811,70,4886.0,577.0,15568.0,12886.0,14147.0,14771.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067468.629452,70,4832.0,359.0,15529.0,13539.0,14616.0,15234.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067468.8412452,70,4542.0,468.0,15704.0,12952.0,14354.0,15201.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067469.04923,70,4809.0,657.0,15626.0,13196.0,14057.0,14514.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067469.229356,70,4925.0,689.0,15423.0,13345.0,14650.0,15282.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067469.438849,70,4399.0,1223.0,15620.0,14173.0,14156.0,14529.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067469.649609,70,3432.0,1492.0,15903.0,14136.0,14236.0,14976.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067469.828473,70,2522.0,2023.0,15786.0,15703.0,14988.0,16099.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067470.069347,70,1040.0,1618.0,15616.0,16052.0,15214.0,16609.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067470.279594,70,1228.0,1471.0,15898.0,15910.0,15309.0,17791.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067470.458163,70,675.0,873.0,16314.0,16088.0,14281.0,16844.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067470.669736,70,481.0,615.0,17397.0,14698.0,15173.0,17949.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067470.878883,70,1168.0,162.0,16085.0,16791.0,14446.0,16046.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067471.058261,70,1696.0,1323.0,16044.0,13915.0,14885.0,17608.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067471.2679281,70,2513.0,1651.0,16023.0,14995.0,13609.0,13940.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067471.508544,70,1934.0,1119.0,16033.0,14744.0,15080.0,19053.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067471.6582022,70,1795.0,1236.0,16155.0,16289.0,13858.0,15245.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067471.868383,70,1610.0,1134.0,16123.0,14902.0,15321.0,16672.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067472.07882,70,1942.0,801.0,16160.0,16708.0,15088.0,16568.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067472.261169,70,1580.0,851.0,16039.0,15570.0,15232.0,17099.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067472.471075,70,1496.0,785.0,16302.0,14617.0,15099.0,17309.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067472.680567,70,1586.0,272.0,16408.0,16255.0,14808.0,16973.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067472.859624,70,1418.0,2482.0,15576.0,16124.0,15003.0,16740.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067473.069516,70,2333.0,993.0,16124.0,17056.0,14406.0,15800.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067473.279142,70,1479.0,1627.0,16900.0,15133.0,14793.0,17657.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067473.458884,70,2732.0,2366.0,16274.0,14120.0,12921.0,12663.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067473.670954,70,2535.0,2272.0,16678.0,16081.0,14866.0,16509.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067473.880691,70,1194.0,-1167.0,16028.0,14514.0,15145.0,18746.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067474.05901,70,1842.0,-252.0,15958.0,12299.0,14323.0,16917.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067474.269699,70,1551.0,-320.0,16155.0,17429.0,15230.0,16009.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067474.4788098,70,1887.0,144.0,16019.0,12774.0,14555.0,18023.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067474.688029,70,1827.0,205.0,16050.0,15848.0,13807.0,15044.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067474.868779,70,1730.0,-116.0,16196.0,12900.0,14008.0,19471.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067475.080262,70,1772.0,275.0,16300.0,15569.0,14244.0,15357.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067475.288394,70,1042.0,9.0,16160.0,13924.0,14859.0,19090.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067475.4688048,70,1392.0,179.0,16183.0,16070.0,14528.0,16646.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698067475.681017,70,1387.0,170.0,16177.0,14398.0,15342.0,17632.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
