timestamp,realVolumeValue,accX,accY,accZ,ir0,ir1,ir2,milkVolume,confidence,totalMilkVolume,totalRange,bottleSize,bottleState,tiltOutOfRange,motionOutOfRange
1698069044.8610702,80,1392.0,505.0,15956.0,16562.0,16574.0,16057.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698069045.069422,80,1579.0,1234.0,15584.0,15576.0,16909.0,14604.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698069045.24951,80,1863.0,2922.0,16433.0,16299.0,18177.0,16172.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698069045.459893,80,1899.0,2207.0,16383.0,17610.0,15937.0,15389.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698069045.6701999,80,1374.0,2615.0,15825.0,16502.0,15778.0,15310.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698069045.8505468,80,1962.0,597.0,15999.0,15613.0,17182.0,16063.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698069046.060694,80,1627.0,625.0,16356.0,17799.0,17447.0,15624.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698069046.2720761,80,1971.0,901.0,16200.0,15310.0,17462.0,16925.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698069046.449388,80,1963.0,1343.0,16013.0,16491.0,16976.0,16414.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698069046.66068,80,1651.0,1142.0,16135.0,16538.0,17423.0,16980.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698069046.870405,80,2190.0,835.0,16029.0,15004.0,17988.0,16342.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698069047.080233,80,2098.0,891.0,16051.0,16268.0,17970.0,16102.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698069047.290596,80,1727.0,1067.0,16126.0,15884.0,17807.0,17279.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698069047.4993129,80,1716.0,983.0,16245.0,16204.0,16446.0,15341.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698069047.6802402,80,1651.0,1107.0,16243.0,15476.0,18285.0,17051.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698069047.8908381,80,1475.0,821.0,16229.0,17145.0,17280.0,15554.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698069048.10013,80,1780.0,1303.0,15673.0,15388.0,17778.0,16987.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698069048.281965,80,671.0,464.0,15653.0,17520.0,16502.0,15798.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698069048.490694,80,1447.0,721.0,17243.0,13967.0,17802.0,18103.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698069048.699432,80,-158.0,-378.0,15965.0,17265.0,16577.0,16420.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698069048.8805962,80,-1810.0,1518.0,17348.0,16836.0,16562.0,17029.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698069049.090784,80,-2134.0,1054.0,16009.0,16968.0,15829.0,16962.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698069049.300158,80,-2736.0,-6.0,16251.0,15579.0,16254.0,19026.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698069049.480201,80,-3184.0,-1124.0,16197.0,16352.0,15799.0,18245.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698069049.689817,80,-2420.0,-438.0,17166.0,15364.0,16242.0,18819.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698069049.900729,80,-2294.0,238.0,15746.0,17283.0,15764.0,16851.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698069050.080225,80,-2398.0,377.0,16312.0,15140.0,16071.0,18999.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698069050.292427,80,-2102.0,901.0,16259.0,17846.0,15740.0,15944.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698069050.500242,80,-1903.0,693.0,16218.0,15036.0,15423.0,18800.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698069050.680201,80,-1651.0,907.0,16126.0,17560.0,15518.0,16010.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698069050.889566,80,-1886.0,869.0,16312.0,15843.0,16180.0,18472.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698069051.100298,80,-1339.0,659.0,16216.0,17517.0,15934.0,16272.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1698069051.31025,80,-1575.0,963.0,16269.0,16349.0,16371.0,18046.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
